segment_type,segment_value,rank,skill_canonical,skill_category,job_count,demand_score,demand_rank,senior_mentions,mid_mentions,entry_mentions,seniority_skew,gap_signal_score,is_emerging_gap
city,Egypt 9 hours ago,2,Data Engineering,data_ml_ai,3.0,0.1875,,,,,,,
city,Egypt 9 hours ago,3,Service Mesh,tools_practices,2.0,0.125,,,,,,,
city,Egypt 9 hours ago,4,Statistical Analysis,data_ml_ai,2.0,0.125,,,,,,,
city,Egypt 9 hours ago,5,Cassandra,databases,1.0,0.0625,,,,,,,
city,Egypt 9 hours ago,6,Burp Suite,cybersecurity,1.0,0.0625,,,,,,,
city,Egypt 9 hours ago,7,Oracle DB,databases,1.0,0.0625,,,,,,,
city,Egypt 9 hours ago,8,Event-Driven Architecture,tools_practices,1.0,0.0625,,,,,,,
city,Egypt 9 hours ago,9,Cross-Platform Development,mobile,1.0,0.0625,,,,,,,
city,Egypt 9 hours ago,10,SQL,programming_languages,1.0,0.0625,,,,,,,
city,Giza,1,Data Engineering,data_ml_ai,21.0,0.6364,,,,,,,
city,Giza,2,Event-Driven Architecture,tools_practices,7.0,0.2121,,,,,,,
city,Giza,3,Statistical Analysis,data_ml_ai,4.0,0.1212,,,,,,,
city,Giza,4,API Design,tools_practices,4.0,0.1212,,,,,,,
city,Giza,5,iOS Development,mobile,3.0,0.0909,,,,,,,
city,Giza,6,Digital Forensics,cybersecurity,2.0,0.0606,,,,,,,
city,Giza,7,Design Patterns,tools_practices,2.0,0.0606,,,,,,,
city,Giza,8,Cassandra,databases,2.0,0.0606,,,,,,,
city,Giza,9,Service Mesh,tools_practices,2.0,0.0606,,,,,,,
city,Giza,10,Computer Vision,data_ml_ai,1.0,0.0303,,,,,,,
city,Matruh,1,Data Engineering,data_ml_ai,2.0,1.0,,,,,,,
city,Matruh,2,Event-Driven Architecture,tools_practices,2.0,1.0,,,,,,,
city,Matruh,3,API Design,tools_practices,1.0,0.5,,,,,,,
city,Matruh,4,Design Patterns,tools_practices,1.0,0.5,,,,,,,
city,Monufya,1,C,programming_languages,1.0,0.5,,,,,,,
city,Monufya,2,Data Engineering,data_ml_ai,1.0,0.5,,,,,,,
city,Monufya,3,Power BI,data_ml_ai,1.0,0.5,,,,,,,
city,Qalubia,1,Data Engineering,data_ml_ai,4.0,0.6667,,,,,,,
city,Qalubia,2,Cassandra,databases,2.0,0.3333,,,,,,,
city,Qalubia,3,Event-Driven Architecture,tools_practices,1.0,0.1667,,,,,,,
city,Qalubia,4,Statistical Analysis,data_ml_ai,1.0,0.1667,,,,,,,
city,Sharqia,1,Data Engineering,data_ml_ai,4.0,0.5714,,,,,,,
city,Sharqia,2,Event-Driven Architecture,tools_practices,1.0,0.1429,,,,,,,
city,Sharqia,3,ISO 27001,cybersecurity,1.0,0.1429,,,,,,,
city,Sharqia,4,Oracle DB,databases,1.0,0.1429,,,,,,,
city,Sharqia,5,Reinforcement Learning,data_ml_ai,1.0,0.1429,,,,,,,
city,Sharqia,6,Statistical Analysis,data_ml_ai,1.0,0.1429,,,,,,,
city,Sharqia,7,iOS Development,mobile,1.0,0.1429,,,,,,,
gap_analysis,all,1,Data Engineering,data_ml_ai,,0.3986,1.0,251.0,1124.0,331.0,0.7583,0.2249,False
gap_analysis,all,2,iOS Development,mobile,,0.222,2.0,200.0,535.0,218.0,0.9174,0.1445,False
gap_analysis,all,3,Statistical Analysis,data_ml_ai,,0.102,6.0,125.0,252.0,61.0,2.0492,0.1137,True
gap_analysis,all,4,Event-Driven Architecture,tools_practices,,0.1372,3.0,89.0,421.0,79.0,1.1266,0.1035,False
gap_analysis,all,5,Recommendation Systems,data_ml_ai,,0.0701,9.0,62.0,193.0,46.0,1.3478,0.0598,False
gap_analysis,all,6,API Design,tools_practices,,0.126,5.0,60.0,368.0,113.0,0.531,0.0537,False
gap_analysis,all,7,Cross-Platform Development,mobile,,0.075,8.0,78.0,167.0,77.0,1.013,0.0525,False
gap_analysis,all,8,Service Mesh,tools_practices,,0.1325,4.0,110.0,211.0,248.0,0.4435,0.0486,False
gap_analysis,all,9,Cassandra,databases,,0.0515,10.0,57.0,125.0,39.0,1.4615,0.0464,False
gap_analysis,all,10,Digital Forensics,cybersecurity,,0.0454,11.0,54.0,106.0,35.0,1.5429,0.0424,True
gap_analysis,all,11,GDPR Compliance,cybersecurity,,0.0186,14.0,29.0,46.0,5.0,5.8,0.0357,True
gap_analysis,all,12,Design Patterns,tools_practices,,0.0752,7.0,22.0,220.0,81.0,0.2716,0.0181,False
gap_analysis,all,13,Java,programming_languages,,0.0175,15.0,10.0,57.0,8.0,1.25,0.0142,False
gap_analysis,all,14,Application Security,cybersecurity,,0.0156,18.0,14.0,43.0,10.0,1.4,0.0137,False
gap_analysis,all,15,Python,programming_languages,,0.0161,17.0,10.0,47.0,12.0,0.8333,0.0098,False
gap_analysis,all,16,JavaScript,programming_languages,,0.0147,20.0,7.0,48.0,8.0,0.875,0.0092,False
gap_analysis,all,17,Domain-Driven Design,tools_practices,,0.0275,12.0,7.0,86.0,25.0,0.28,0.0068,False
gap_analysis,all,18,Power BI,data_ml_ai,,0.0151,19.0,6.0,45.0,13.0,0.4615,0.0057,False
gap_analysis,all,19,Adobe XD,tools_practices,,0.0266,13.0,6.0,81.0,27.0,0.2222,0.0053,False
gap_analysis,all,20,SQL,programming_languages,,0.017,16.0,5.0,54.0,14.0,0.3571,0.0052,False
gap_analysis,all,21,Angular,frameworks_libraries,,0.0,9999.0,2.0,17.0,2.0,1.0,0.0,False
gap_analysis,all,22,Ansible,devops_cloud,,0.0,9999.0,1.0,0.0,0.0,1.0,0.0,False
gap_analysis,all,23,App Store Deployment,mobile,,0.0,9999.0,9.0,8.0,6.0,1.5,0.0,False
gap_analysis,all,24,Appium,tools_practices,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,25,Apache Spark,frameworks_libraries,,0.0,9999.0,2.0,2.0,0.0,2.0,0.0,False
gap_analysis,all,26,Apache,devops_cloud,,0.0,9999.0,2.0,2.0,0.0,2.0,0.0,False
gap_analysis,all,27,Burp Suite,cybersecurity,,0.0,9999.0,5.0,36.0,13.0,0.3846,0.0,False
gap_analysis,all,28,Bootstrap,frameworks_libraries,,0.0,9999.0,1.0,6.0,0.0,1.0,0.0,False
gap_analysis,all,29,BigQuery,databases,,0.0,9999.0,1.0,4.0,1.0,1.0,0.0,False
gap_analysis,all,30,Bash Scripting,devops_cloud,,0.0,9999.0,0.0,2.0,1.0,0.0,0.0,False
gap_analysis,all,31,Bash,programming_languages,,0.0,9999.0,0.0,1.0,1.0,0.0,0.0,False
gap_analysis,all,32,BLE / Bluetooth,mobile,,0.0,9999.0,1.0,2.0,0.0,1.0,0.0,False
gap_analysis,all,33,Azure DevOps,devops_cloud,,0.0,9999.0,4.0,11.0,4.0,1.0,0.0,False
gap_analysis,all,34,C++,programming_languages,,0.0,9999.0,0.0,3.0,3.0,0.0,0.0,False
gap_analysis,all,35,Code Review,tools_practices,,0.0,9999.0,2.0,5.0,0.0,2.0,0.0,False
gap_analysis,all,36,Computer Vision,data_ml_ai,,0.0,9999.0,4.0,6.0,2.0,2.0,0.0,False
gap_analysis,all,37,Core Data,mobile,,0.0,9999.0,1.0,1.0,0.0,1.0,0.0,False
gap_analysis,all,38,C,programming_languages,,0.0,9999.0,5.0,14.0,1.0,5.0,0.0,False
gap_analysis,all,39,CI/CD,devops_cloud,,0.0,9999.0,5.0,7.0,2.0,2.5,0.0,False
gap_analysis,all,40,Cloud Security,cybersecurity,,0.0,9999.0,2.0,5.0,0.0,2.0,0.0,False
gap_analysis,all,41,CloudFormation,devops_cloud,,0.0,9999.0,0.0,2.0,2.0,0.0,0.0,False
gap_analysis,all,42,C#,programming_languages,,0.0,9999.0,1.0,15.0,1.0,1.0,0.0,False
gap_analysis,all,43,Dart,programming_languages,,0.0,9999.0,1.0,2.0,1.0,1.0,0.0,False
gap_analysis,all,44,DNS,devops_cloud,,0.0,9999.0,0.0,2.0,0.0,0.0,0.0,False
gap_analysis,all,45,Cypress,tools_practices,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,46,Cybersecurity,cybersecurity,,0.0,9999.0,3.0,8.0,0.0,3.0,0.0,False
gap_analysis,all,47,Couchbase,databases,,0.0,9999.0,0.0,0.0,1.0,0.0,0.0,False
gap_analysis,all,48,Databricks,data_ml_ai,,0.0,9999.0,0.0,2.0,0.0,0.0,0.0,False
gap_analysis,all,49,ArgoCD,devops_cloud,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,50,Asana,tools_practices,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,51,Azure,devops_cloud,,0.0,9999.0,2.0,14.0,1.0,2.0,0.0,False
gap_analysis,all,52,A/B Testing,data_ml_ai,,0.0,9999.0,4.0,27.0,6.0,0.6667,0.0,False
gap_analysis,all,53,ASP.NET,frameworks_libraries,,0.0,9999.0,2.0,18.0,0.0,2.0,0.0,False
gap_analysis,all,54,.NET,frameworks_libraries,,0.0,9999.0,4.0,26.0,5.0,0.8,0.0,False
gap_analysis,all,55,Agile,tools_practices,,0.0,9999.0,5.0,24.0,4.0,1.25,0.0,False
gap_analysis,all,56,Airflow,frameworks_libraries,,0.0,9999.0,3.0,7.0,3.0,1.0,0.0,False
gap_analysis,all,57,Android Development,mobile,,0.0,9999.0,9.0,36.0,16.0,0.5625,0.0,False
gap_analysis,all,58,AWS,devops_cloud,,0.0,9999.0,10.0,16.0,1.0,10.0,0.0,False
gap_analysis,all,59,Ethical Hacking,cybersecurity,,0.0,9999.0,0.0,2.0,1.0,0.0,0.0,False
gap_analysis,all,60,Encryption,cybersecurity,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,61,Elasticsearch,databases,,0.0,9999.0,0.0,1.0,3.0,0.0,0.0,False
gap_analysis,all,62,ETL,data_ml_ai,,0.0,9999.0,1.0,2.0,1.0,1.0,0.0,False
gap_analysis,all,63,DynamoDB,databases,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,64,ELK Stack,devops_cloud,,0.0,9999.0,2.0,29.0,3.0,0.6667,0.0,False
gap_analysis,all,65,Django,frameworks_libraries,,0.0,9999.0,2.0,4.0,1.0,2.0,0.0,False
gap_analysis,all,66,Docker,devops_cloud,,0.0,9999.0,12.0,24.0,2.0,6.0,0.0,False
gap_analysis,all,67,Data Warehouse,data_ml_ai,,0.0,9999.0,17.0,12.0,6.0,2.8333,0.0,False
gap_analysis,all,68,Deep Learning,data_ml_ai,,0.0,9999.0,5.0,16.0,6.0,0.8333,0.0,False
gap_analysis,all,69,Flutter,frameworks_libraries,,0.0,9999.0,1.0,5.0,0.0,1.0,0.0,False
gap_analysis,all,70,Express.js,frameworks_libraries,,0.0,9999.0,0.0,3.0,1.0,0.0,0.0,False
gap_analysis,all,71,Firebase,databases,,0.0,9999.0,4.0,23.0,1.0,4.0,0.0,False
gap_analysis,all,72,Firewalls,cybersecurity,,0.0,9999.0,1.0,9.0,1.0,1.0,0.0,False
gap_analysis,all,73,Feature Engineering,data_ml_ai,,0.0,9999.0,4.0,19.0,4.0,1.0,0.0,False
gap_analysis,all,74,FastAPI,frameworks_libraries,,0.0,9999.0,2.0,3.0,0.0,2.0,0.0,False
gap_analysis,all,75,Go,programming_languages,,0.0,9999.0,0.0,2.0,0.0,0.0,0.0,False
gap_analysis,all,76,GitLab,tools_practices,,0.0,9999.0,1.0,4.0,2.0,0.5,0.0,False
gap_analysis,all,77,Google Play Deployment,mobile,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,78,Grafana,devops_cloud,,0.0,9999.0,1.0,0.0,0.0,1.0,0.0,False
gap_analysis,all,79,Hadoop,frameworks_libraries,,0.0,9999.0,0.0,2.0,0.0,0.0,0.0,False
gap_analysis,all,80,Helm,devops_cloud,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,81,GraphQL,frameworks_libraries,,0.0,9999.0,0.0,2.0,0.0,0.0,0.0,False
gap_analysis,all,82,HAProxy,devops_cloud,,0.0,9999.0,1.0,11.0,2.0,0.5,0.0,False
gap_analysis,all,83,IAM,devops_cloud,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,84,GCP,devops_cloud,,0.0,9999.0,0.0,5.0,0.0,0.0,0.0,False
gap_analysis,all,85,Generative AI,data_ml_ai,,0.0,9999.0,1.0,12.0,6.0,0.1667,0.0,False
gap_analysis,all,86,Git,tools_practices,,0.0,9999.0,9.0,36.0,14.0,0.6429,0.0,False
gap_analysis,all,87,GitHub,tools_practices,,0.0,9999.0,0.0,2.0,1.0,0.0,0.0,False
gap_analysis,all,88,GitHub Actions,devops_cloud,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,89,Flask,frameworks_libraries,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,90,Figma,tools_practices,,0.0,9999.0,1.0,3.0,2.0,0.5,0.0,False
gap_analysis,all,91,Jenkins,devops_cloud,,0.0,9999.0,3.0,4.0,1.0,3.0,0.0,False
gap_analysis,all,92,Jetpack Compose,frameworks_libraries,,0.0,9999.0,0.0,4.0,0.0,0.0,0.0,False
gap_analysis,all,93,Jira,tools_practices,,0.0,9999.0,4.0,6.0,1.0,4.0,0.0,False
gap_analysis,all,94,Kafka,frameworks_libraries,,0.0,9999.0,2.0,1.0,0.0,2.0,0.0,False
gap_analysis,all,95,Kanban,tools_practices,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,96,Kotlin,programming_languages,,0.0,9999.0,0.0,4.0,1.0,0.0,0.0,False
gap_analysis,all,97,Kubernetes,devops_cloud,,0.0,9999.0,4.0,7.0,1.0,4.0,0.0,False
gap_analysis,all,98,LangChain,data_ml_ai,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,99,Laravel,frameworks_libraries,,0.0,9999.0,1.0,13.0,0.0,1.0,0.0,False
gap_analysis,all,100,Large Language Models,data_ml_ai,,0.0,9999.0,2.0,14.0,9.0,0.2222,0.0,False
gap_analysis,all,101,Lean,tools_practices,,0.0,9999.0,0.0,0.0,1.0,0.0,0.0,False
gap_analysis,all,102,LightGBM,frameworks_libraries,,0.0,9999.0,3.0,7.0,0.0,3.0,0.0,False
gap_analysis,all,103,Linux,devops_cloud,,0.0,9999.0,3.0,9.0,5.0,0.6,0.0,False
gap_analysis,all,104,MATLAB,programming_languages,,0.0,9999.0,2.0,3.0,1.0,2.0,0.0,False
gap_analysis,all,105,MLOps,data_ml_ai,,0.0,9999.0,1.0,0.0,0.0,1.0,0.0,False
gap_analysis,all,106,Machine Learning,data_ml_ai,,0.0,9999.0,1.0,11.0,4.0,0.25,0.0,False
gap_analysis,all,107,Metabase,data_ml_ai,,0.0,9999.0,1.0,7.0,0.0,1.0,0.0,False
gap_analysis,all,108,Microservices,tools_practices,,0.0,9999.0,8.0,13.0,9.0,0.8889,0.0,False
gap_analysis,all,109,Mobile UI Design,mobile,,0.0,9999.0,3.0,19.0,7.0,0.4286,0.0,False
gap_analysis,all,110,Model Deployment,data_ml_ai,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,111,MongoDB,databases,,0.0,9999.0,1.0,7.0,2.0,0.5,0.0,False
gap_analysis,all,112,MySQL,databases,,0.0,9999.0,0.0,11.0,3.0,0.0,0.0,False
gap_analysis,all,113,NLP,data_ml_ai,,0.0,9999.0,0.0,2.0,0.0,0.0,0.0,False
gap_analysis,all,114,NestJS,frameworks_libraries,,0.0,9999.0,0.0,2.0,0.0,0.0,0.0,False
gap_analysis,all,115,Network Security,cybersecurity,,0.0,9999.0,14.0,30.0,15.0,0.9333,0.0,False
gap_analysis,all,116,Hugging Face,data_ml_ai,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,117,IDS/IPS,cybersecurity,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,118,ISO 27001,cybersecurity,,0.0,9999.0,9.0,14.0,5.0,1.8,0.0,False
gap_analysis,all,119,JMeter,tools_practices,,0.0,9999.0,0.0,1.0,1.0,0.0,0.0,False
gap_analysis,all,120,Incident Response,cybersecurity,,0.0,9999.0,3.0,8.0,3.0,1.0,0.0,False
gap_analysis,all,121,JWT,tools_practices,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,122,JUnit,tools_practices,,0.0,9999.0,7.0,3.0,0.0,7.0,0.0,False
gap_analysis,all,123,Oracle DB,databases,,0.0,9999.0,8.0,28.0,4.0,2.0,0.0,False
gap_analysis,all,124,OAuth,tools_practices,,0.0,9999.0,0.0,2.0,0.0,0.0,0.0,False
gap_analysis,all,125,NumPy,frameworks_libraries,,0.0,9999.0,0.0,2.0,0.0,0.0,0.0,False
gap_analysis,all,126,Node.js,frameworks_libraries,,0.0,9999.0,3.0,13.0,2.0,1.5,0.0,False
gap_analysis,all,127,Next.js,frameworks_libraries,,0.0,9999.0,1.0,5.0,1.0,1.0,0.0,False
gap_analysis,all,128,New Relic,devops_cloud,,0.0,9999.0,1.0,1.0,4.0,0.25,0.0,False
gap_analysis,all,129,Networking,devops_cloud,,0.0,9999.0,4.0,18.0,7.0,0.5714,0.0,False
gap_analysis,all,130,Penetration Testing,cybersecurity,,0.0,9999.0,0.0,6.0,3.0,0.0,0.0,False
gap_analysis,all,131,Postman,tools_practices,,0.0,9999.0,1.0,1.0,2.0,0.5,0.0,False
gap_analysis,all,132,PowerShell,programming_languages,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,133,Push Notifications,mobile,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,134,Prometheus,devops_cloud,,0.0,9999.0,2.0,6.0,1.0,2.0,0.0,False
gap_analysis,all,135,PyTorch,frameworks_libraries,,0.0,9999.0,1.0,2.0,0.0,1.0,0.0,False
gap_analysis,all,136,Playwright,tools_practices,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,137,Pandas,frameworks_libraries,,0.0,9999.0,2.0,2.0,1.0,2.0,0.0,False
gap_analysis,all,138,PCI-DSS,cybersecurity,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,139,RAG,data_ml_ai,,0.0,9999.0,0.0,3.0,0.0,0.0,0.0,False
gap_analysis,all,140,R,programming_languages,,0.0,9999.0,2.0,0.0,0.0,2.0,0.0,False
gap_analysis,all,141,React,frameworks_libraries,,0.0,9999.0,3.0,37.0,4.0,0.75,0.0,False
gap_analysis,all,142,REST API,frameworks_libraries,,0.0,9999.0,9.0,30.0,5.0,1.8,0.0,False
gap_analysis,all,143,Redis,databases,,0.0,9999.0,2.0,4.0,1.0,2.0,0.0,False
gap_analysis,all,144,Redshift,databases,,0.0,9999.0,1.0,0.0,1.0,1.0,0.0,False
gap_analysis,all,145,Reinforcement Learning,data_ml_ai,,0.0,9999.0,5.0,17.0,6.0,0.8333,0.0,False
gap_analysis,all,146,React Native,frameworks_libraries,,0.0,9999.0,1.0,11.0,2.0,0.5,0.0,False
gap_analysis,all,147,Ruby,programming_languages,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,148,Ruby on Rails,frameworks_libraries,,0.0,9999.0,0.0,3.0,0.0,0.0,0.0,False
gap_analysis,all,149,SIEM,cybersecurity,,0.0,9999.0,3.0,7.0,0.0,3.0,0.0,False
gap_analysis,all,150,SAFe,tools_practices,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,151,SOC,cybersecurity,,0.0,9999.0,1.0,3.0,0.0,1.0,0.0,False
gap_analysis,all,152,Pytest,tools_practices,,0.0,9999.0,0.0,3.0,0.0,0.0,0.0,False
gap_analysis,all,153,PostgreSQL,databases,,0.0,9999.0,5.0,12.0,2.0,2.5,0.0,False
gap_analysis,all,154,PHP,programming_languages,,0.0,9999.0,1.0,19.0,4.0,0.25,0.0,False
gap_analysis,all,155,Scala,programming_languages,,0.0,9999.0,0.0,3.0,0.0,0.0,0.0,False
gap_analysis,all,156,SSO,tools_practices,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,157,SQL Server,databases,,0.0,9999.0,4.0,20.0,4.0,1.0,0.0,False
gap_analysis,all,158,Seaborn,frameworks_libraries,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,159,Sketch,tools_practices,,0.0,9999.0,1.0,5.0,2.0,0.5,0.0,False
gap_analysis,all,160,Snowflake,databases,,0.0,9999.0,0.0,2.0,0.0,0.0,0.0,False
gap_analysis,all,161,Splunk,devops_cloud,,0.0,9999.0,0.0,2.0,0.0,0.0,0.0,False
gap_analysis,all,162,Scrum,tools_practices,,0.0,9999.0,3.0,7.0,1.0,3.0,0.0,False
gap_analysis,all,163,Spring Boot,frameworks_libraries,,0.0,9999.0,1.0,6.0,0.0,1.0,0.0,False
gap_analysis,all,164,Spring Framework,frameworks_libraries,,0.0,9999.0,0.0,7.0,0.0,0.0,0.0,False
gap_analysis,all,165,Swift,programming_languages,,0.0,9999.0,0.0,1.0,1.0,0.0,0.0,False
gap_analysis,all,166,SwiftUI,frameworks_libraries,,0.0,9999.0,0.0,0.0,1.0,0.0,0.0,False
gap_analysis,all,167,System Design,tools_practices,,0.0,9999.0,4.0,27.0,6.0,0.6667,0.0,False
gap_analysis,all,168,TCP/IP,devops_cloud,,0.0,9999.0,0.0,0.0,2.0,0.0,0.0,False
gap_analysis,all,169,Tableau,data_ml_ai,,0.0,9999.0,1.0,4.0,0.0,1.0,0.0,False
gap_analysis,all,170,Selenium,tools_practices,,0.0,9999.0,1.0,5.0,1.0,1.0,0.0,False
gap_analysis,all,171,Tailwind CSS,frameworks_libraries,,0.0,9999.0,1.0,3.0,0.0,1.0,0.0,False
gap_analysis,all,172,TensorFlow,frameworks_libraries,,0.0,9999.0,5.0,8.0,0.0,5.0,0.0,False
gap_analysis,all,173,Threat Intelligence,cybersecurity,,0.0,9999.0,3.0,12.0,2.0,1.5,0.0,False
gap_analysis,all,174,Terraform,devops_cloud,,0.0,9999.0,2.0,2.0,0.0,2.0,0.0,False
gap_analysis,all,175,TypeScript,programming_languages,,0.0,9999.0,4.0,19.0,3.0,1.3333,0.0,False
gap_analysis,all,176,Unix,devops_cloud,,0.0,9999.0,0.0,1.0,1.0,0.0,0.0,False
gap_analysis,all,177,VPN,devops_cloud,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,178,Trello,tools_practices,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,179,Vue.js,frameworks_libraries,,0.0,9999.0,0.0,9.0,0.0,0.0,0.0,False
gap_analysis,all,180,Vulnerability Assessment,cybersecurity,,0.0,9999.0,12.0,26.0,5.0,2.4,0.0,False
gap_analysis,all,181,Wireshark,cybersecurity,,0.0,9999.0,0.0,1.0,0.0,0.0,0.0,False
gap_analysis,all,182,WebSocket,frameworks_libraries,,0.0,9999.0,4.0,22.0,5.0,0.8,0.0,False
gap_analysis,all,183,Zero Trust,cybersecurity,,0.0,9999.0,0.0,1.0,4.0,0.0,0.0,False
gap_analysis,all,184,dbt,frameworks_libraries,,0.0,9999.0,1.0,1.0,0.0,1.0,0.0,False
gap_analysis,all,185,jQuery,frameworks_libraries,,0.0,9999.0,0.0,6.0,1.0,0.0,0.0,False
gap_analysis,all,186,scikit-learn,frameworks_libraries,,0.0,9999.0,1.0,1.0,1.0,1.0,0.0,False
